date,sport,mkt,matchup,side,agsTier,units,staked,tracked,outcome,top2Pct,nFor
2026-07-03,MLB,TOTAL,"Chicago White Sox @ Cleveland Guardians",under,PREMIUM,5,1,0,WIN,73.87,5
2026-07-03,MLB,TOTAL,"Milwaukee Brewers @ Arizona Diamondbacks",over,LEAN,4,1,0,WIN,68.99,2
2026-07-03,MLB,TOTAL,"Pittsburgh Pirates @ Washington Nationals",over,WEAK,0,0,1,WIN,68.99,4
2026-07-03,MLB,TOTAL,"San Francisco Giants @ Colorado Rockies",under,PREMIUM,5,1,0,LOSS,51.68,1
2026-07-03,MLB,TOTAL,"St. Louis Cardinals @ Chicago Cubs",under,FADE,0,0,1,LOSS,71.82,1
2026-07-03,MLB,TOTAL,"Tampa Bay Rays @ Houston Astros",under,PREMIUM,4,1,0,WIN,83.99,3
2026-07-03,MLB,TOTAL,"Toronto Blue Jays @ Seattle Mariners",under,FADE,0,0,1,WIN,65.45,1
2026-07-04,MLB,TOTAL,"Baltimore Orioles @ Cincinnati Reds",over,WEAK,0,0,1,WIN,55.56,1
2026-07-04,MLB,TOTAL,"Chicago White Sox @ Cleveland Guardians",under,LEAN,0,0,1,WIN,78.15,3
2026-07-04,MLB,TOTAL,"Detroit Tigers @ Texas Rangers",under,LEAN,5,1,0,WIN,63.57,3
2026-07-04,MLB,TOTAL,"Miami Marlins @ Athletics",over,FADE,0,0,1,LOSS,60.85,2
2026-07-04,MLB,TOTAL,"Milwaukee Brewers @ Arizona Diamondbacks",under,LOCK,0,0,1,WIN,55.56,1
2026-07-04,MLB,TOTAL,"Minnesota Twins @ New York Yankees",over,ELITE,4,1,0,WIN,68.05,3
2026-07-04,MLB,TOTAL,"Pittsburgh Pirates @ Washington Nationals",under,PREMIUM,4,1,0,WIN,68.05,3
2026-07-04,MLB,TOTAL,"San Francisco Giants @ Colorado Rockies",over,PREMIUM,5,1,0,LOSS,87.1,6
2026-07-04,MLB,TOTAL,"St. Louis Cardinals @ Chicago Cubs",over,WEAK,3,1,0,LOSS,61.1,2
2026-07-04,MLB,TOTAL,"Tampa Bay Rays @ Houston Astros",under,LOCK,0,0,1,LOSS,87.1,5
2026-07-04,MLB,TOTAL,"Toronto Blue Jays @ Seattle Mariners",under,WEAK,0,0,1,LOSS,71.43,1
2026-07-05,MLB,TOTAL,"Chicago White Sox @ Cleveland Guardians",under,FADE,0,0,1,LOSS,96.88,1
2026-07-05,MLB,TOTAL,"Detroit Tigers @ Texas Rangers",over,LOCK,0,0,1,WIN,56.25,1
2026-07-05,MLB,TOTAL,"Miami Marlins @ Athletics",under,FADE,0,0,1,LOSS,69.05,1
2026-07-05,MLB,TOTAL,"Milwaukee Brewers @ Arizona Diamondbacks",over,PREMIUM,1,1,0,LOSS,67.59,3
2026-07-05,MLB,TOTAL,"Minnesota Twins @ New York Yankees",under,ELITE,3,1,0,WIN,46.92,2
2026-07-05,MLB,TOTAL,"Philadelphia Phillies @ Kansas City Royals",over,PREMIUM,4,1,0,LOSS,67.59,3
2026-07-05,MLB,TOTAL,"San Diego Padres @ Los Angeles Dodgers",under,WEAK,0,0,1,WIN,87.28,6
2026-07-05,MLB,TOTAL,"San Francisco Giants @ Colorado Rockies",over,PREMIUM,2.5,1,0,PUSH,76.7,10
2026-07-05,MLB,TOTAL,"St. Louis Cardinals @ Chicago Cubs",over,LOCK,0,0,1,WIN,67.59,3
2026-07-05,MLB,TOTAL,"Tampa Bay Rays @ Houston Astros",under,PREMIUM,4,1,0,WIN,82.96,2
2026-07-06,MLB,TOTAL,"Arizona Diamondbacks @ San Diego Padres",over,WEAK,0,0,1,LOSS,72.49,2
2026-07-06,MLB,TOTAL,"Houston Astros @ Washington Nationals",over,WEAK,0,0,1,WIN,60.02,2
2026-07-06,MLB,TOTAL,"New York Mets @ Atlanta Braves",over,ELITE,4,1,0,WIN,67.17,3
2026-07-06,MLB,TOTAL,"Toronto Blue Jays @ San Francisco Giants",under,WEAK,0,0,1,LOSS,60,1
2026-07-07,MLB,TOTAL,"Atlanta Braves @ Pittsburgh Pirates",over,ELITE,0,0,1,WIN,80,1
2026-07-07,MLB,TOTAL,"Colorado Rockies @ Los Angeles Dodgers",under,PREMIUM,0,0,1,WIN,62.59,4
2026-07-07,MLB,TOTAL,"Houston Astros @ Washington Nationals",under,LEAN,1,1,0,WIN,67.26,2
2026-07-07,MLB,TOTAL,"Kansas City Royals @ New York Mets",over,PREMIUM,0,0,1,WIN,80,1
2026-07-07,MLB,TOTAL,"Los Angeles Angels @ Texas Rangers",under,PREMIUM,3,1,0,LOSS,63.39,2
2026-07-07,MLB,TOTAL,"Milwaukee Brewers @ St. Louis Cardinals",over,LOCK,4,1,0,LOSS,73.33,2
2026-07-07,MLB,TOTAL,"New York Yankees @ Tampa Bay Rays",under,PREMIUM,0,0,1,LOSS,65.75,1
2026-07-07,MLB,TOTAL,"Philadelphia Phillies @ Cincinnati Reds",under,PREMIUM,0,0,1,WIN,80,1
2026-07-07,MLB,TOTAL,"Seattle Mariners @ Miami Marlins",under,PREMIUM,0,0,1,LOSS,65.75,1
2026-07-08,MLB,TOTAL,"Arizona Diamondbacks @ San Diego Padres",over,LOCK,0,0,1,WIN,68.84,2
2026-07-08,MLB,TOTAL,"Chicago Cubs @ Baltimore Orioles",over,WEAK,4,1,0,WIN,73.96,5
2026-07-08,MLB,TOTAL,"Colorado Rockies @ Los Angeles Dodgers",under,LOCK,4,1,0,WIN,58.71,4
2026-07-08,MLB,TOTAL,"Kansas City Royals @ New York Mets",over,ELITE,0,0,1,LOSS,94.74,1
2026-07-08,MLB,TOTAL,"Milwaukee Brewers @ St. Louis Cardinals",under,PREMIUM,0,0,1,WIN,64.72,4
2026-07-08,MLB,TOTAL,"New York Yankees @ Tampa Bay Rays",over,FADE,0,0,1,LOSS,65.58,3
2026-07-09,MLB,TOTAL,"Arizona Diamondbacks @ San Diego Padres",over,LOCK,0,0,1,LOSS,72.41,1
2026-07-09,MLB,TOTAL,"Atlanta Braves @ Pittsburgh Pirates",over,FADE,0,0,1,WIN,62.63,3
2026-07-09,MLB,TOTAL,"Chicago Cubs @ Baltimore Orioles",over,LOCK,4,1,0,LOSS,61.01,2
2026-07-09,MLB,TOTAL,"Colorado Rockies @ San Francisco Giants",under,PREMIUM,0,0,1,LOSS,90.91,1
2026-07-09,MLB,TOTAL,"Milwaukee Brewers @ St. Louis Cardinals",over,LEAN,5,1,0,WIN,63.12,2
2026-07-09,MLB,TOTAL,"Athletics @ Detroit Tigers",over,FADE,0,0,1,LOSS,60.99,2
2026-07-10,MLB,TOTAL,"Arizona Diamondbacks @ Los Angeles Dodgers",under,WEAK,0,0,1,LOSS,89.58,1
2026-07-10,MLB,TOTAL,"Cleveland Guardians @ Miami Marlins",under,ELITE,4,1,0,WIN,73.53,1
2026-07-10,MLB,TOTAL,"Colorado Rockies @ San Francisco Giants",over,ELITE,0,0,1,LOSS,62.36,2
2026-07-10,MLB,TOTAL,"Houston Astros @ Texas Rangers",over,ELITE,0,0,1,WIN,73.53,1
2026-07-10,MLB,TOTAL,"Kansas City Royals @ Baltimore Orioles",under,FADE,0,0,1,WIN,55.15,2
2026-07-10,MLB,TOTAL,"Los Angeles Angels @ Minnesota Twins",over,LOCK,0,0,1,LOSS,58.01,2
2026-07-10,MLB,TOTAL,"Milwaukee Brewers @ Pittsburgh Pirates",over,FADE,0,0,1,WIN,65.49,1
2026-07-10,MLB,TOTAL,"New York Yankees @ Washington Nationals",over,LOCK,5,1,0,LOSS,66.86,3
2026-07-10,MLB,TOTAL,"Seattle Mariners @ Tampa Bay Rays",under,ELITE,0,0,1,LOSS,73.53,1
2026-07-11,MLB,TOTAL,"Milwaukee Brewers @ Pittsburgh Pirates",over,LEAN,3,1,0,LOSS,57.72,2
2026-07-11,MLB,TOTAL,"Philadelphia Phillies @ Detroit Tigers",over,LOCK,0,0,1,LOSS,64.19,3
2026-07-11,MLB,TOTAL,"Seattle Mariners @ Tampa Bay Rays",over,PREMIUM,0,0,1,LOSS,88.68,1
2026-07-11,WNBA,TOTAL,"PortlandFire @ Atlanta Dream",over,LOCK,0,0,1,WIN,65.05,1
2026-07-12,MLB,TOTAL,"Atlanta Braves @ St. Louis Cardinals",under,FADE,0,0,1,WIN,72.01,2
2026-07-12,MLB,TOTAL,"Boston Red Sox @ New York Mets",under,FADE,0,0,1,WIN,64.16,1
2026-07-12,MLB,TOTAL,"Colorado Rockies @ San Francisco Giants",under,ELITE,0,0,1,WIN,66.67,1
2026-07-12,MLB,TOTAL,"Houston Astros @ Texas Rangers",over,LEAN,0,0,1,WIN,54.33,2
2026-07-12,MLB,TOTAL,"Los Angeles Angels @ Minnesota Twins",over,FADE,0,0,1,LOSS,46.15,1
2026-07-12,MLB,TOTAL,"Milwaukee Brewers @ Pittsburgh Pirates",over,PREMIUM,0,0,1,WIN,66.67,1
2026-07-12,MLB,TOTAL,"Philadelphia Phillies @ Detroit Tigers",under,FADE,0,0,1,WIN,72.01,1
2026-07-12,MLB,TOTAL,"Seattle Mariners @ Tampa Bay Rays",under,PREMIUM,4,1,0,LOSS,72.01,5
2026-07-12,MLB,TOTAL,"Toronto Blue Jays @ San Diego Padres",over,LOCK,0,0,1,WIN,56.52,1
2026-07-12,WNBA,TOTAL,"Chicago Sky @ Dallas Wings",under,PREMIUM,0,0,1,LOSS,63.71,1
2026-07-12,WNBA,TOTAL,"New York Liberty @ Toronto Tempo",over,PREMIUM,0,0,1,WIN,63.71,1
