team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DET,2025,DET,DET,Team Level,5on5,28,0.51,0.52,0.53,82548.0,733.75,65.98,47.05,186.94,24.57,388.04,284.42,63.5,65.22,62.75,660.0,337.0,380.0,1377.0,50.0,80.0,5.0,140.0,1.0,349.0,377.0,610.0,947.0,85.0,187.0,673.0,510.0,98.0,408.0,722.0,199.0,76.0,20.76,25.1,20.12,24.0,20.0,6.0,1351.4,997.0,979.82,178.0,9.78,16.07,16.07,59.69,58.92,57.91,649.0,62.68,42.39,159.43,21.27,340.77,256.47,59.9,63.99,61.14,578.0,305.0,392.0,1275.0,64.0,63.0,8.0,150.0,0.0,301.0,305.0,514.0,819.0,99.0,215.0,612.0,550.0,89.0,359.0,625.0,188.0,70.0,19.03,24.07,19.57,23.0,26.0,15.0,1297.72,883.0,896.43,172.0,8.86,14.7,14.7,56.83,57.92,56.81
DET,2025,DET,DET,Team Level,4on5,28,0.1,0.08,0.09,7013.0,12.8,1.5,0.68,1.93,0.38,3.6,7.91,1.5,1.5,1.5,15.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,15.0,16.0,3.0,6.0,59.0,12.0,7.0,14.0,10.0,3.0,3.0,0.37,0.36,0.77,0.0,0.0,0.0,20.0,16.0,16.0,13.0,0.15,0.0,0.0,1.66,1.66,1.65,109.49,13.56,9.46,22.83,3.49,67.04,36.62,13.05,13.56,13.05,91.0,62.0,68.0,221.0,16.0,8.0,3.0,20.0,0.0,54.0,55.0,75.0,137.0,8.0,16.0,59.0,2.0,2.0,14.0,110.0,28.0,15.0,2.73,3.25,7.58,1.0,3.0,12.0,221.0,153.0,153.0,3.0,2.41,2.75,2.75,13.23,13.23,12.75
DET,2025,DET,DET,Team Level,5on4,28,0.92,0.88,0.86,8828.0,153.33,23.22,13.81,30.78,5.04,86.24,44.91,21.76,23.22,21.76,129.0,75.0,52.0,256.0,21.0,21.0,4.0,16.0,1.0,78.0,67.0,108.0,183.0,6.0,12.0,78.0,5.0,3.0,29.0,123.0,51.0,30.0,2.94,6.5,13.78,2.0,6.0,13.0,256.0,204.0,204.0,3.0,3.63,5.29,5.29,21.57,21.57,20.93,23.18,2.03,1.27,3.62,0.79,7.99,16.31,2.0,2.03,2.0,28.0,4.0,2.0,34.0,3.0,0.0,0.0,0.0,0.0,6.0,23.0,25.0,29.0,3.0,6.0,66.0,21.0,15.0,14.0,21.0,10.0,1.0,0.56,1.17,0.29,1.0,2.0,0.0,34.0,32.0,32.0,11.0,0.3,0.0,0.0,2.32,2.32,2.29
COL,2025,COL,COL,Team Level,other,27,0.7,0.44,0.46,2948.0,37.76,14.28,2.11,5.61,1.15,17.0,11.84,13.44,14.28,13.44,34.0,18.0,17.0,69.0,15.0,2.0,2.0,5.0,0.0,18.0,12.0,19.0,37.0,2.0,4.0,39.0,9.0,3.0,15.0,25.0,9.0,18.0,0.96,1.25,12.07,1.0,2.0,12.0,69.0,52.0,52.0,6.0,0.61,0.62,0.62,14.27,14.27,13.43,44.22,6.05,3.47,8.16,1.42,27.84,14.05,5.09,6.05,5.09,37.0,24.0,28.0,89.0,7.0,2.0,0.0,2.0,0.0,34.0,16.0,30.0,54.0,4.0,8.0,40.0,8.0,8.0,6.0,41.0,12.0,8.0,1.82,1.49,2.75,4.0,0.0,3.0,89.0,61.0,61.0,2.0,1.01,0.57,0.57,6.5,6.5,5.8
COL,2025,COL,COL,Team Level,all,27,0.59,0.55,0.55,98422.0,994.95,112.45,67.35,240.41,32.66,529.4,379.72,105.38,114.33,107.2,917.0,445.0,508.0,1870.0,109.0,97.0,16.0,189.0,0.0,519.0,448.0,808.0,1253.0,90.0,192.0,828.0,492.0,125.0,418.0,936.0,308.0,118.0,29.1,39.55,43.8,39.0,38.0,32.0,1919.89,1362.0,1393.58,189.0,14.83,21.61,21.61,105.68,107.48,102.77,809.21,76.94,55.71,194.73,26.89,438.5,311.23,72.53,75.68,71.33,722.0,382.0,429.0,1533.0,59.0,89.0,8.0,162.0,0.0,396.0,398.0,663.0,1045.0,103.0,220.0,827.0,528.0,117.0,457.0,815.0,190.0,99.0,22.65,23.88,30.41,26.0,16.0,17.0,1494.11,1104.0,1082.12,224.0,12.43,19.13,19.13,70.24,69.17,67.21
COL,2025,COL,COL,Team Level,5on5,27,0.59,0.56,0.56,78057.0,781.81,75.64,51.06,199.49,26.13,413.46,304.23,72.44,77.52,74.26,715.0,355.0,429.0,1499.0,79.0,82.0,11.0,148.0,0.0,404.0,357.0,636.0,991.0,84.0,177.0,631.0,454.0,108.0,357.0,749.0,241.0,80.0,22.97,31.28,21.39,33.0,31.0,15.0,1548.89,1070.0,1101.58,167.0,10.68,17.02,17.02,69.3,71.1,69.39,622.91,53.38,39.63,157.39,20.5,331.4,246.69,51.31,52.13,50.11,549.0,300.0,347.0,1196.0,41.0,71.0,7.0,141.0,0.0,289.0,307.0,508.0,808.0,91.0,193.0,647.0,495.0,91.0,401.0,639.0,145.0,65.0,17.17,18.61,17.6,19.0,15.0,7.0,1157.11,849.0,827.12,197.0,8.21,14.86,14.86,46.73,45.66,44.94
COL,2025,COL,COL,Team Level,4on5,27,0.12,0.13,0.15,8019.0,22.16,2.14,1.07,3.59,0.77,6.99,15.44,2.12,2.14,2.12,25.0,5.0,3.0,33.0,1.0,0.0,0.0,0.0,0.0,9.0,20.0,24.0,29.0,3.0,9.0,61.0,26.0,7.0,15.0,20.0,8.0,2.0,0.53,1.06,0.55,0.0,0.0,1.0,33.0,30.0,30.0,11.0,0.25,0.0,0.0,2.39,2.39,2.37,123.39,15.77,11.58,26.21,4.33,72.68,37.43,14.41,15.77,14.41,113.0,55.0,51.0,219.0,9.0,16.0,1.0,18.0,0.0,72.0,53.0,104.0,159.0,6.0,15.0,80.0,2.0,4.0,27.0,114.0,31.0,23.0,3.11,3.54,9.12,2.0,1.0,6.0,219.0,168.0,168.0,3.0,2.97,3.7,3.7,15.05,15.05,14.52
COL,2025,COL,COL,Team Level,5on4,27,0.92,0.9,0.89,9398.0,153.22,20.39,13.11,31.72,4.61,91.94,48.22,17.38,20.39,17.38,143.0,67.0,59.0,269.0,14.0,13.0,3.0,36.0,0.0,88.0,59.0,129.0,196.0,1.0,2.0,97.0,3.0,7.0,31.0,142.0,50.0,18.0,4.64,5.97,9.79,5.0,5.0,4.0,269.0,210.0,210.0,5.0,3.29,3.96,3.96,19.72,19.72,17.59,18.68,1.73,1.03,2.98,0.63,6.57,13.06,1.72,1.73,1.72,23.0,3.0,3.0,29.0,2.0,0.0,0.0,1.0,0.0,1.0,22.0,21.0,24.0,2.0,4.0,60.0,23.0,14.0,23.0,21.0,2.0,3.0,0.54,0.24,0.94,1.0,0.0,1.0,29.0,26.0,26.0,22.0,0.24,0.0,0.0,1.97,1.97,1.95
TBL,2025,TBL,TBL,Team Level,other,27,0.68,0.57,0.56,4399.0,68.77,23.35,4.67,10.96,2.28,33.56,18.19,19.28,23.35,19.28,57.0,36.0,42.0,135.0,12.0,15.0,0.0,8.0,0.0,38.0,20.0,45.0,81.0,4.0,13.0,46.0,11.0,7.0,15.0,31.0,27.0,35.0,1.47,3.42,18.45,1.0,3.0,8.0,135.0,93.0,93.0,9.0,1.33,4.73,4.58,20.09,20.09,18.41,54.28,11.19,4.15,11.55,2.1,28.06,16.96,9.79,11.19,9.79,45.0,29.0,29.0,103.0,8.0,11.0,1.0,4.0,0.0,29.0,22.0,37.0,66.0,3.0,9.0,57.0,12.0,9.0,24.0,37.0,20.0,17.0,1.25,2.46,7.46,2.0,3.0,3.0,103.0,74.0,74.0,4.0,1.17,2.36,2.36,9.99,9.99,8.89
TBL,2025,TBL,TBL,Team Level,all,27,0.56,0.51,0.51,97786.0,865.95,106.79,59.64,201.14,28.94,451.22,323.26,97.12,107.53,97.8,733.0,438.0,420.0,1591.0,88.0,126.0,10.0,161.0,0.0,400.0,396.0,645.0,1083.0,113.0,270.0,689.0,514.0,112.0,425.0,768.0,272.0,131.0,24.17,34.52,48.1,28.0,35.0,25.0,1608.25,1171.0,1181.42,174.0,13.46,26.82,26.82,93.43,93.99,89.25,815.14,85.28,54.6,196.31,27.3,430.66,312.84,80.54,85.31,80.57,743.0,364.0,393.0,1500.0,71.0,90.0,12.0,157.0,2.0,369.0,418.0,672.0,1036.0,117.0,272.0,818.0,609.0,121.0,381.0,786.0,216.0,105.0,23.25,27.07,34.96,24.0,24.0,23.0,1491.44,1107.0,1103.68,165.0,12.2,19.38,19.38,78.09,78.25,75.69
TBL,2025,TBL,TBL,Team Level,5on5,27,0.54,0.51,0.51,76587.0,651.72,64.94,42.4,160.72,21.68,338.29,253.98,60.74,65.68,61.42,544.0,338.0,327.0,1209.0,60.0,94.0,10.0,130.0,0.0,291.0,307.0,484.0,822.0,104.0,245.0,518.0,482.0,86.0,345.0,617.0,188.0,77.0,18.92,24.05,21.98,24.0,25.0,11.0,1226.25,882.0,892.43,143.0,8.84,19.46,19.46,54.31,54.88,52.99,616.09,55.68,38.49,154.87,20.38,325.56,244.03,53.45,55.7,53.49,567.0,272.0,309.0,1148.0,50.0,62.0,9.0,129.0,2.0,274.0,322.0,517.0,789.0,105.0,245.0,609.0,577.0,98.0,309.0,617.0,160.0,62.0,18.38,20.17,17.13,21.0,19.0,10.0,1139.44,839.0,835.68,145.0,7.99,13.15,13.15,50.52,50.67,49.79
TBL,2025,TBL,TBL,Team Level,4on5,27,0.08,0.1,0.12,8322.0,16.45,1.46,0.69,2.2,0.47,5.08,12.11,1.42,1.46,1.42,19.0,3.0,3.0,25.0,2.0,2.0,0.0,1.0,0.0,6.0,11.0,17.0,20.0,3.0,8.0,50.0,14.0,17.0,24.0,15.0,7.0,0.0,0.64,0.82,0.0,1.0,1.0,0.0,25.0,22.0,22.0,15.0,0.15,0.19,0.19,1.42,1.42,1.4,123.16,16.43,11.02,26.77,4.22,70.7,36.86,15.3,16.43,15.3,109.0,57.0,51.0,217.0,11.0,17.0,2.0,22.0,0.0,61.0,55.0,98.0,155.0,8.0,16.0,94.0,10.0,8.0,35.0,110.0,34.0,22.0,2.95,4.26,9.22,0.0,2.0,9.0,217.0,166.0,166.0,4.0,2.81,3.88,3.88,15.37,15.37,14.8
TBL,2025,TBL,TBL,Team Level,5on4,27,0.9,0.87,0.86,8478.0,129.01,17.05,11.9,27.26,4.51,74.3,38.98,15.68,17.05,15.68,113.0,61.0,48.0,222.0,14.0,15.0,0.0,22.0,0.0,65.0,58.0,99.0,160.0,2.0,4.0,75.0,7.0,2.0,41.0,105.0,50.0,19.0,3.15,6.24,7.67,2.0,6.0,6.0,222.0,174.0,174.0,7.0,3.14,2.44,2.59,17.6,17.6,16.45,21.61,1.99,0.95,3.12,0.6,6.34,14.99,1.99,1.99,1.99,22.0,6.0,4.0,32.0,2.0,0.0,0.0,2.0,0.0,5.0,19.0,20.0,26.0,1.0,2.0,58.0,10.0,6.0,13.0,22.0,2.0,4.0,0.67,0.18,1.15,1.0,0.0,1.0,32.0,28.0,28.0,12.0,0.22,0.0,0.0,2.22,2.22,2.21
OTT,2025,OTT,OTT,Team Level,other,27,0.4,0.49,0.49,3888.0,51.7,10.42,3.52,10.43,1.65,25.65,17.32,8.98,10.42,8.98,41.0,28.0,25.0,94.0,6.0,4.0,0.0,7.0,0.0,21.0,31.0,35.0,63.0,6.0,10.0,56.0,18.0,7.0,14.0,39.0,17.0,13.0,1.74,2.28,6.41,2.0,1.0,3.0,94.0,69.0,69.0,2.0,1.01,1.53,1.53,9.9,9.9,8.88,53.84,15.41,3.56,8.5,1.82,25.28,18.43,13.9,15.41,13.9,48.0,25.0,23.0,96.0,10.0,4.0,2.0,11.0,0.0,33.0,15.0,38.0,63.0,2.0,4.0,42.0,9.0,6.0,14.0,32.0,17.0,24.0,1.25,2.22,11.94,1.0,2.0,7.0,96.0,73.0,73.0,8.0,1.06,0.98,0.98,15.49,15.49,13.95
OTT,2025,OTT,OTT,Team Level,all,27,0.51,0.52,0.52,99021.0,806.8,83.0,54.71,194.94,26.47,430.78,305.09,77.85,83.61,78.41,707.0,388.0,431.0,1526.0,83.0,82.0,9.0,149.0,2.0,371.0,408.0,624.0,1012.0,103.0,226.0,861.0,641.0,131.0,389.0,787.0,215.0,93.0,22.31,27.42,33.27,29.0,27.0,27.0,1527.37,1095.0,1098.57,176.0,12.16,18.6,18.96,76.21,76.68,74.6,730.72,79.88,49.73,169.21,24.03,391.96,283.19,76.17,79.89,76.18,688.0,310.0,420.0,1418.0,90.0,68.0,15.0,146.0,1.0,375.0,318.0,598.0,908.0,107.0,230.0,643.0,670.0,119.0,415.0,686.0,226.0,86.0,20.34,28.02,31.51,23.0,41.0,26.0,1418.77,998.0,997.43,217.0,11.09,16.32,16.32,74.64,74.56,72.17
OTT,2025,OTT,OTT,Team Level,5on5,27,0.53,0.52,0.53,79748.0,635.24,56.85,40.96,158.2,20.96,338.91,249.12,54.76,57.45,55.32,549.0,316.0,344.0,1209.0,58.0,63.0,6.0,123.0,2.0,303.0,316.0,491.0,807.0,90.0,202.0,642.0,607.0,110.0,338.0,630.0,175.0,60.0,17.48,22.26,17.1,24.0,20.0,14.0,1210.37,865.0,868.57,158.0,8.49,13.22,13.57,51.76,52.23,51.38,563.33,49.75,36.75,139.59,18.72,303.49,224.7,47.92,49.77,47.93,520.0,253.0,355.0,1128.0,56.0,56.0,9.0,117.0,1.0,290.0,253.0,464.0,717.0,96.0,210.0,505.0,640.0,94.0,361.0,563.0,161.0,49.0,16.43,19.59,13.74,17.0,28.0,11.0,1128.77,773.0,772.43,195.0,7.61,12.11,12.11,45.24,45.16,44.58
OTT,2025,OTT,OTT,Team Level,4on5,27,0.12,0.07,0.09,7205.0,10.07,1.85,0.57,1.51,0.35,2.86,5.87,1.67,1.85,1.67,10.0,3.0,0.0,13.0,1.0,3.0,1.0,0.0,0.0,3.0,6.0,9.0,12.0,2.0,4.0,78.0,10.0,12.0,13.0,5.0,3.0,5.0,0.2,0.35,1.3,0.0,0.0,1.0,13.0,13.0,13.0,9.0,0.13,0.82,0.82,1.17,1.17,1.16,98.9,13.01,8.47,19.17,3.0,58.14,30.2,12.65,13.01,12.65,103.0,29.0,39.0,171.0,23.0,8.0,4.0,18.0,0.0,48.0,35.0,80.0,109.0,7.0,12.0,53.0,4.0,8.0,24.0,80.0,40.0,12.0,2.27,5.17,5.57,4.0,11.0,8.0,171.0,132.0,132.0,0.0,2.21,3.22,3.22,12.0,12.0,11.73
OTT,2025,OTT,OTT,Team Level,5on4,27,0.89,0.9,0.88,8180.0,109.79,13.88,9.66,24.81,3.5,63.36,32.78,12.45,13.88,12.45,107.0,41.0,62.0,210.0,18.0,12.0,2.0,19.0,0.0,44.0,55.0,89.0,130.0,5.0,10.0,85.0,6.0,2.0,24.0,113.0,20.0,15.0,2.89,2.54,8.46,3.0,6.0,9.0,210.0,148.0,148.0,7.0,2.52,3.04,3.04,13.37,13.37,13.18,14.65,1.7,0.94,1.95,0.49,5.05,9.86,1.7,1.7,1.7,17.0,3.0,3.0,23.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,16.0,19.0,2.0,4.0,43.0,17.0,11.0,16.0,11.0,8.0,1.0,0.4,1.04,0.26,1.0,0.0,0.0,23.0,20.0,20.0,14.0,0.21,0.0,0.0,1.91,1.91,1.9
VAN,2025,VAN,VAN,Team Level,other,27,0.42,0.54,0.51,4327.0,62.94,10.17,5.21,12.44,2.28,36.71,19.19,8.58,10.17,8.58,60.0,26.0,40.0,126.0,8.0,7.0,0.0,12.0,0.0,29.0,30.0,52.0,78.0,5.0,10.0,53.0,11.0,5.0,9.0,53.0,17.0,16.0,1.95,1.94,6.28,2.0,2.0,4.0,126.0,86.0,86.0,1.0,1.48,1.81,1.81,9.85,9.85,8.65,58.09,14.0,3.78,10.38,2.06,32.0,21.77,13.38,14.0,13.38,44.0,40.0,23.0,107.0,15.0,7.0,2.0,10.0,0.0,28.0,24.0,29.0,69.0,5.0,10.0,51.0,10.0,11.0,9.0,43.0,19.0,22.0,1.57,2.42,10.01,2.0,4.0,9.0,107.0,84.0,84.0,6.0,0.98,1.06,1.06,13.93,13.93,13.42
VAN,2025,VAN,VAN,Team Level,all,27,0.45,0.48,0.48,98776.0,848.49,87.1,60.08,200.21,28.22,452.41,325.99,81.41,86.9,81.24,716.0,438.0,393.0,1547.0,78.0,108.0,10.0,162.0,0.0,394.0,412.0,638.0,1076.0,109.0,227.0,723.0,562.0,112.0,398.0,844.0,195.0,115.0,23.82,24.11,39.18,22.0,28.0,28.0,1537.1,1154.0,1149.5,179.0,13.63,21.18,21.18,79.55,79.65,77.03,925.65,105.21,64.27,220.32,30.59,488.05,345.56,100.29,105.27,100.36,816.0,438.0,453.0,1707.0,98.0,112.0,17.0,174.0,0.0,456.0,414.0,718.0,1156.0,105.0,222.0,804.0,518.0,114.0,373.0,828.0,300.0,126.0,25.1,38.63,41.49,30.0,37.0,31.0,1707.6,1254.0,1256.54,158.0,14.19,21.84,21.84,97.57,97.58,94.83
VAN,2025,VAN,VAN,Team Level,5on5,27,0.43,0.46,0.46,77103.0,608.64,52.58,39.58,151.27,20.13,325.23,243.22,50.32,52.38,50.15,503.0,329.0,298.0,1130.0,48.0,74.0,7.0,112.0,0.0,289.0,309.0,455.0,784.0,99.0,207.0,516.0,514.0,95.0,347.0,622.0,143.0,67.0,17.58,17.6,17.39,18.0,21.0,9.0,1120.1,832.0,827.5,165.0,8.18,13.91,13.91,46.85,46.95,46.06,714.51,69.01,47.47,179.2,23.6,374.99,273.72,65.99,69.08,66.06,630.0,338.0,361.0,1329.0,57.0,85.0,12.0,136.0,0.0,366.0,324.0,573.0,911.0,92.0,196.0,589.0,483.0,91.0,322.0,666.0,230.0,72.0,19.84,29.82,19.34,23.0,23.0,11.0,1329.6,968.0,970.54,142.0,9.92,15.76,15.76,63.18,63.19,61.65
VAN,2025,VAN,VAN,Team Level,4on5,27,0.12,0.14,0.17,9048.0,28.09,2.87,1.24,4.0,0.84,8.24,19.82,2.8,2.87,2.8,26.0,11.0,2.0,39.0,3.0,2.0,0.0,4.0,0.0,7.0,21.0,23.0,34.0,2.0,4.0,71.0,29.0,10.0,13.0,26.0,8.0,3.0,0.86,1.11,0.89,1.0,2.0,0.0,39.0,37.0,37.0,10.0,0.28,0.62,0.62,2.52,2.52,2.52,135.43,20.41,12.09,27.77,4.28,75.11,38.34,19.21,20.41,19.21,122.0,56.0,61.0,239.0,24.0,19.0,3.0,26.0,0.0,56.0,53.0,98.0,154.0,5.0,10.0,97.0,11.0,5.0,35.0,104.0,44.0,30.0,3.28,5.54,11.58,4.0,9.0,11.0,239.0,178.0,178.0,7.0,3.07,4.79,4.79,18.69,18.69,18.04
VAN,2025,VAN,VAN,Team Level,5on4,27,0.92,0.89,0.89,8298.0,148.81,21.49,14.05,32.51,4.97,82.23,43.75,19.71,21.49,19.71,127.0,72.0,53.0,252.0,19.0,25.0,3.0,34.0,0.0,69.0,52.0,108.0,180.0,3.0,6.0,83.0,8.0,2.0,29.0,143.0,27.0,29.0,3.43,3.44,14.62,1.0,3.0,15.0,252.0,199.0,199.0,3.0,3.69,4.85,4.85,20.33,20.33,19.8,17.62,1.78,0.93,2.97,0.64,5.95,11.72,1.7,1.78,1.7,20.0,4.0,8.0,32.0,2.0,1.0,0.0,2.0,0.0,6.0,13.0,18.0,22.0,3.0,6.0,67.0,14.0,7.0,7.0,15.0,7.0,2.0,0.4,0.84,0.55,1.0,1.0,0.0,32.0,24.0,24.0,3.0,0.22,0.23,0.23,1.77,1.77,1.72
CHI,2025,CHI,CHI,Team Level,other,27,0.54,0.49,0.52,3167.0,44.15,10.24,3.25,7.57,1.53,22.09,15.31,9.59,10.24,9.59,42.0,18.0,14.0,74.0,8.0,1.0,0.0,2.0,0.0,28.0,21.0,34.0,52.0,2.0,4.0,38.0,4.0,3.0,10.0,21.0,26.0,13.0,0.68,3.04,6.52,0.0,2.0,6.0,74.0,60.0,60.0,3.0,0.93,0.32,0.32,10.85,10.85,10.16,41.57,8.62,2.92,7.61,1.41,20.94,14.49,8.45,8.62,8.45,35.0,21.0,22.0,78.0,8.0,3.0,1.0,3.0,0.0,16.0,26.0,27.0,48.0,2.0,4.0,48.0,16.0,4.0,7.0,28.0,15.0,13.0,1.02,1.86,5.74,2.0,1.0,5.0,78.0,56.0,56.0,0.0,0.86,1.06,1.06,8.42,8.42,8.31
CHI,2025,CHI,CHI,Team Level,all,27,0.47,0.47,0.46,98579.0,792.9,84.68,52.85,190.8,25.61,420.5,302.55,81.06,85.49,81.83,695.0,382.0,352.0,1429.0,85.0,81.0,7.0,142.0,5.0,365.0,399.0,610.0,992.0,107.0,233.0,727.0,472.0,141.0,463.0,743.0,233.0,101.0,20.5,29.43,34.75,24.0,26.0,35.0,1441.32,1077.0,1087.22,236.0,11.64,14.93,14.93,81.39,82.02,79.67,922.18,94.05,65.38,222.61,30.85,480.69,347.43,89.64,93.67,89.28,813.0,428.0,400.0,1641.0,76.0,109.0,11.0,167.0,3.0,432.0,454.0,737.0,1165.0,94.0,213.0,816.0,619.0,115.0,405.0,876.0,243.0,122.0,24.1,31.08,38.86,31.0,24.0,21.0,1629.7,1241.0,1229.97,199.0,14.62,22.97,23.1,85.56,85.27,83.89
CHI,2025,CHI,CHI,Team Level,5on5,27,0.45,0.47,0.47,79432.0,635.17,55.66,40.69,161.84,20.74,338.47,246.58,53.4,56.47,54.17,548.0,316.0,291.0,1155.0,59.0,74.0,7.0,119.0,4.0,287.0,321.0,489.0,805.0,93.0,205.0,562.0,448.0,123.0,407.0,624.0,178.0,62.0,16.85,22.65,16.17,23.0,19.0,17.0,1167.32,864.0,874.22,215.0,8.44,12.74,12.74,51.36,51.98,50.88,729.55,67.54,48.19,182.66,24.29,380.73,282.59,64.94,67.16,64.58,642.0,344.0,332.0,1318.0,57.0,77.0,9.0,138.0,2.0,354.0,358.0,585.0,929.0,78.0,179.0,616.0,566.0,93.0,361.0,707.0,196.0,83.0,19.67,25.01,22.86,28.0,19.0,10.0,1306.7,986.0,974.97,185.0,10.07,16.77,17.33,60.27,59.98,59.19
CHI,2025,CHI,CHI,Team Level,4on5,27,0.1,0.11,0.12,8784.0,17.08,1.76,0.95,2.66,0.53,5.79,11.32,1.75,1.76,1.75,15.0,8.0,3.0,26.0,0.0,0.0,0.0,3.0,0.0,4.0,16.0,15.0,23.0,2.0,4.0,63.0,15.0,12.0,17.0,15.0,7.0,1.0,0.35,1.14,0.26,0.0,0.0,0.0,26.0,23.0,23.0,15.0,0.21,0.0,0.0,1.97,1.97,1.96,133.21,16.1,13.29,29.6,4.55,73.08,38.39,14.49,16.1,14.49,115.0,60.0,45.0,220.0,11.0,27.0,1.0,23.0,1.0,58.0,55.0,104.0,164.0,9.0,18.0,90.0,7.0,6.0,21.0,124.0,28.0,23.0,2.94,3.66,9.5,1.0,4.0,6.0,220.0,175.0,175.0,3.0,3.47,4.6,4.17,15.4,15.4,14.94
CHI,2025,CHI,CHI,Team Level,5on4,27,0.91,0.87,0.84,7196.0,96.5,17.01,7.95,18.73,2.81,54.15,29.35,16.32,17.01,16.32,90.0,40.0,44.0,174.0,18.0,6.0,0.0,18.0,1.0,46.0,41.0,72.0,112.0,10.0,20.0,64.0,5.0,3.0,29.0,83.0,22.0,25.0,2.61,2.61,11.79,1.0,5.0,12.0,174.0,130.0,130.0,3.0,2.06,1.86,1.86,17.21,17.21,16.67,17.84,1.78,0.98,2.74,0.6,5.93,11.96,1.77,1.78,1.77,21.0,3.0,1.0,25.0,0.0,2.0,0.0,3.0,0.0,4.0,15.0,21.0,24.0,5.0,12.0,62.0,30.0,12.0,16.0,17.0,4.0,3.0,0.47,0.55,0.77,0.0,0.0,0.0,25.0,24.0,24.0,11.0,0.23,0.54,0.54,1.47,1.47,1.46
STL,2025,STL,STL,Team Level,other,28,0.33,0.42,0.4,2710.0,29.39,4.93,2.1,5.37,0.99,16.65,10.96,4.67,4.93,4.67,22.0,19.0,20.0,61.0,4.0,1.0,0.0,2.0,0.0,18.0,16.0,18.0,37.0,2.0,2.0,36.0,5.0,4.0,9.0,26.0,6.0,9.0,1.06,0.74,3.13,0.0,0.0,4.0,61.0,41.0,41.0,5.0,0.59,0.5,0.5,5.02,5.02,4.87,45.46,10.1,3.09,7.75,1.43,23.67,14.96,8.96,10.1,8.96,47.0,14.0,22.0,83.0,13.0,4.0,1.0,8.0,0.0,20.0,16.0,34.0,48.0,1.0,2.0,26.0,6.0,2.0,6.0,29.0,17.0,15.0,1.25,1.95,6.91,2.0,4.0,7.0,83.0,61.0,61.0,4.0,0.91,1.85,1.85,9.16,9.16,8.64
